"pew_religimp","pew_churatd","sex","educ","nonwhite","age","faminc_new","pid3","ideo5","QueerPhobia","ImmiPhobia","InterGBiasParty","InterGBiasCand","InterGBiasSup","LibMediaUse","ConMediaUse","Real_Threat","Symb_Threat","Evaluation","teamweight","caseid"
1,2,"2",3,"1",45,6,"1",2,3,2,-87,-98,-99,6,2,5,5,"0",0.873552496252135,1238288227
2,2,"2",5,"1",75,7,"3",2,1.33333333333333,2.5,-75,-86,-74,2.66666666666667,1.66666666666667,3,4.28571428571429,"0",0.731259195749353,1238288625
2,4,"2",4,"1",42,1,"3",3,1.33333333333333,2,52,-22,-12,1.66666666666667,2,3.25,3.28571428571429,"1",0.423030345086907,1238292499
1,3,"2",3,"1",32,9,"2",4,4.33333333333333,3,87,98,96,1,5,5,4.85714285714286,"2",0.918230570602991,1238332899
4,6,"1",3,"1",45,97,"1",2,1,1,-88,-87,-99,3.66666666666667,2.33333333333333,4,4.71428571428571,"0",0.684665922831909,1238343779
1,1,"2",4,"1",65,3,"2",5,3.66666666666667,4,88,99,99,1.33333333333333,2,5,5,"2",1.52396906766023,1238389741
4,6,"1",3,"1",55,10,"1",1,2,1.5,-80,-80,-90,4,1.66666666666667,5,4,"0",0.684665922831909,1238394361
1,1,"2",6,"2",54,2,"1",3,4.66666666666667,2,-52,-46,-39,5.66666666666667,4.33333333333333,2.25,4.14285714285714,"2",0.969603713081164,1238453845
1,6,"2",3,"1",68,4,"2",4,3,3,93,69,73,1,1,3,3,"0",1.52396906766023,1238462783
2,6,"2",2,"1",27,3,"3",3,1.33333333333333,3,98,86,80,1,1,3,3,"0",0.51024162849432,1238511809
3,5,"1",2,"2",53,8,"1",3,3,3,-87,-89,-87,4.33333333333333,4,3.25,3,"0",5.20842225429521,1238514329
3,6,"1",5,"2",23,9,"3",1,1,1.5,-40,-39,-35,3.66666666666667,2.66666666666667,4.5,5,"0",0.684107368684524,1238577737
4,6,"2",4,"1",54,7,"1",2,3,1,-78,-66,-85,4,1,4.25,4,"0",0.873552496252135,1238616967
3,6,"1",1,"1",77,5,"3",5,4.66666666666667,3.5,77,90,61,1.33333333333333,4,4.25,5,"2",1.73385095409516,1238689439
4,6,"1",3,"2",57,4,"3",3,2,2.5,-34,-61,-37,2.66666666666667,1.33333333333333,4,3.71428571428571,"0",1.05044877276624,1238733679
1,2,"1",2,"2",68,2,"1",3,1.66666666666667,3,-35,-90,-80,1.66666666666667,1.66666666666667,4,4,"0",0.607937225768802,1238734205
2,6,"1",2,"1",57,8,"1",3,4,3,-47,-85,-55,1.66666666666667,1.33333333333333,4,3.71428571428571,"0",1.00795090472464,1238767335
3,6,"1",2,"1",54,2,"3",3,4.33333333333333,3,47,98,92,1,3.33333333333333,5,5,"2",1.40623566948165,1238769259
2,5,"2",3,"2",61,3,"1",6,2.33333333333333,2.5,-15,-30,-19,1.33333333333333,1.33333333333333,3.5,3.71428571428571,"1",0.58445750332965,1238808251
2,4,"1",6,"1",73,11,"3",3,2.66666666666667,2.5,19,18,10,1.66666666666667,2.33333333333333,4,3.28571428571429,"1",0.724355012800656,1238817295
1,2,"1",5,"2",40,9,"2",4,5,4.5,37,70,56,2.33333333333333,2.66666666666667,5,4.71428571428571,"2",0.379481295041239,1238848343
2,6,"1",2,"1",65,97,"3",3,3.66666666666667,2.5,52,50,90,1,1,3.5,4.71428571428571,"2",1.05648543254974,1238882805
4,6,"2",4,"1",63,5,"1",2,3,3,-55,-97,-81,1.66666666666667,1.66666666666667,4,3.57142857142857,"0",0.873552496252135,1238915249
1,2,"2",3,"1",21,7,"3",4,2.33333333333333,2.5,10,25,15,1.33333333333333,1.33333333333333,3.5,3.71428571428571,"1",0.951763893533089,1238939417
4,6,"2",6,"2",56,11,"1",2,1,1,-64,-88,-79,4.66666666666667,3.66666666666667,3.5,4,"0",0.969603713081164,1238940939
2,4,"1",2,"1",66,7,"3",4,3,2.5,47,50,44,2.66666666666667,2.66666666666667,2,2,"3",1.32018936090903,1238941033
1,3,"2",5,"1",49,7,"2",5,5,3,84,94,96,1,3,5,5,"2",1.18919271070701,1238965277
2,4,"2",5,"1",56,4,"1",2,1,2,-79,-66,-75,1.33333333333333,1,4,3.14285714285714,"0",0.852380503966956,1238966119
2,5,"1",3,"1",75,9,"3",4,5,3,79,79,79,4.66666666666667,3.33333333333333,5,5,"2",1.05497397121027,1238968415
1,5,"2",2,"1",45,4,"2",3,2.33333333333333,1,100,99,0,1.33333333333333,1,3.5,4.71428571428571,"2",0.704586122094288,1238969133
4,6,"1",5,"2",26,12,"3",3,1.66666666666667,1,-6,-23,-8,2.33333333333333,2.66666666666667,3.5,2.85714285714286,"0",0.605133758287199,1238969899
4,6,"2",3,"2",26,6,"3",2,1,2,-36,-60,-47,2.33333333333333,1,3.5,4.28571428571429,"0",0.724042894099634,1238970033
1,4,"1",2,"1",77,9,"2",5,4,3,88,99,99,1,2.33333333333333,5,4.85714285714286,"2",1.32018936090903,1238974917
3,6,"1",3,"1",71,2,"1",3,1.66666666666667,2,-99,-99,-98,1.66666666666667,1.66666666666667,5,5,"0",0.756176216988086,1239001245
4,6,"2",4,"1",51,97,"1",1,1.33333333333333,1,-75,-75,-75,2.66666666666667,2.66666666666667,5,5,"0",0.873552496252135,1239001707
2,5,"2",3,"1",71,3,"1",3,2,2,-48,-84,-40,2.66666666666667,2.33333333333333,3,3.57142857142857,"0",1.09233895417167,1239037095
3,5,"1",5,"1",59,10,"3",4,2.66666666666667,3,70,100,100,1,5,3.25,4.14285714285714,"2",1.01979882655562,1239037499
3,6,"1",4,"1",40,3,"3",1,1.66666666666667,1,-11,-2,1,4,1.66666666666667,1.5,2.42857142857143,"0",1.2427188014491,1239042533
1,5,"1",3,"1",63,97,"2",5,4.66666666666667,4,70,97,98,1,2.66666666666667,5,5,"2",0.955206883442232,1239043427
2,4,"2",5,"2",63,12,"2",3,2.66666666666667,2.5,52,81,76,3,3,4.25,3.71428571428571,"3",0.464128136969953,1239074017
3,6,"2",3,"1",42,8,"3",3,2.66666666666667,2.5,44,5,20,2,2.33333333333333,4.75,4,"1",0.918230570602991,1239075953
1,3,"2",2,"1",54,5,"2",5,3,2,93,97,96,1,3,3.5,4,"2",0.704586122094288,1239080763
2,2,"2",5,"2",31,5,"3",3,2,2,18,22,-21,1.33333333333333,1.33333333333333,4.5,3.57142857142857,"0",0.513617167134639,1239161707
2,5,"2",2,"1",30,7,"1",3,2.33333333333333,2,-60,-32,-48,2.33333333333333,2.33333333333333,3.25,4.14285714285714,"0",0.60825630448923,1239210161
3,6,"2",3,"2",31,10,"3",3,2.66666666666667,2.5,76,76,51,1.33333333333333,2.33333333333333,3,3,"2",0.923584112330913,1239285931
4,6,"2",3,"2",24,3,"1",2,1,1,-26,-44,-31,1,1,2.75,3.71428571428571,"0",1.08456787635983,1239289093
4,6,"1",6,"1",78,10,"3",3,2,2.5,-54,-53,-64,4,1.66666666666667,4.25,4,"0",0.519197675282533,1239292795
4,6,"1",2,"1",50,8,"1",1,1.33333333333333,1.5,-67,-68,-88,3.66666666666667,1,5,5,"0",1.00795090472464,1239309095
4,6,"2",3,"1",36,12,"1",1,1.33333333333333,1,-89,-89,-99,6,2.66666666666667,3.75,5,"0",0.658162322625671,1239322899
1,2,"2",3,"1",44,97,"3",5,4.66666666666667,1,51,93,91,2,5.33333333333333,1.5,1.85714285714286,"2",0.918230570602991,1239329741
3,6,"2",2,"1",79,2,"1",2,2,2,-93,-100,-79,4.66666666666667,1,4.25,4,"0",0.764376193468287,1239353117
3,6,"2",6,"1",76,97,"3",3,2,1.5,-69,-83,-68,4,1.33333333333333,5,4.28571428571429,"0",1.15400474474816,1239365659
1,3,"1",5,"1",54,13,"3",4,4,1.5,0,63,68,1.66666666666667,1.66666666666667,1,1.85714285714286,"2",1.01979882655562,1239427453
4,5,"1",6,"1",26,8,"3",3,1,1,-75,-70,-71,3,2.33333333333333,1,1.28571428571429,"0",0.999536151874356,1239459529
2,6,"2",1,"1",68,2,"1",1,2,3,-100,-53,-48,1,1,3.25,3,"0",6.4749579461662,1239466447
3,6,"1",4,"1",76,8,"3",3,2.66666666666667,1.5,-88,-95,-95,1.66666666666667,1.33333333333333,3,4.14285714285714,"0",0.756176216988086,1239467389
4,5,"1",3,"2",53,2,"1",2,3,3,-94,-85,-85,4,3.66666666666667,5,3,"0",1.05044877276624,1239505569
2,2,"2",3,"2",40,1,"1",1,2.33333333333333,5,3,8,1,3.66666666666667,3.33333333333333,5,5,"3",0.151341666707612,1239520089
1,1,"1",6,"1",64,11,"3",3,4.33333333333333,3.5,59,-81,-55,2.33333333333333,2.66666666666667,2,2,"0",0.725681602642071,1239522443
1,2,"1",6,"2",61,7,"3",3,3,1.5,-87,-95,-96,2.33333333333333,1.66666666666667,2,2,"0",0.480807142672186,1239524843
1,3,"2",2,"2",46,1,"1",5,2.33333333333333,3,-87,-93,-91,1,1,5,5,"0",1.16127641026703,1239538063
1,3,"2",4,"1",42,97,"1",6,2.33333333333333,1.5,-54,-67,-39,1.33333333333333,1,3.25,3.14285714285714,"3",3.6283620991435,1239579301
4,5,"1",5,"1",31,7,"3",3,2.33333333333333,3,44,62,71,2,1.66666666666667,3.5,3.28571428571429,"2",1.12896156161729,1239594533
4,6,"2",2,"2",62,97,"3",3,3.33333333333333,1.5,75,97,28,2.33333333333333,2.66666666666667,1.5,1.14285714285714,"2",1.04129623347971,1239602219
4,6,"1",4,"1",64,11,"1",2,1.33333333333333,1,-88,-93,-96,2.66666666666667,1.33333333333333,4.5,4.85714285714286,"0",0.684665922831909,1239650803
4,6,"2",4,"1",38,9,"1",2,3,1.5,-71,-82,-75,5,3.33333333333333,3.25,3.85714285714286,"0",0.658162322625671,1239656309
2,2,"1",2,"2",24,7,"3",3,1.66666666666667,2,-1,-91,-89,1,1,1,3,"0",2.5052279932961,1239658127
4,6,"2",5,"1",72,6,"2",4,2.33333333333333,2.5,100,92,96,1,4.33333333333333,5,4.42857142857143,"2",1.02021116294363,1239675221
1,4,"1",5,"1",60,8,"1",2,2.33333333333333,2,-55,-74,-79,4.33333333333333,1.66666666666667,4.5,4,"0",0.730963644410155,1239676237
3,6,"1",3,"1",58,9,"2",3,3.66666666666667,4,92,99,99,1,1,2.75,3.85714285714286,"2",0.955206883442232,1239677499
1,2,"1",5,"1",50,16,"2",5,4.66666666666667,2.5,53,97,65,1.66666666666667,4,4.25,4.14285714285714,"2",1.01979882655562,1239677837
1,4,"2",2,"1",52,3,"2",4,4.66666666666667,3,89,83,82,2.33333333333333,1.66666666666667,3.75,4,"2",0.704586122094288,1239699205
1,3,"2",1,"1",47,7,"3",3,2.66666666666667,3,87,94,77,5,5,4,4.14285714285714,"2",1.06126207684566,1239704723
4,6,"1",3,"1",73,97,"2",4,4.33333333333333,4,69,78,75,1,1.66666666666667,5,4.57142857142857,"2",1.05497397121027,1239707035
1,1,"2",4,"1",59,7,"2",5,3.66666666666667,3,100,100,100,1,3,3.5,5,"2",1.21873066796847,1239707879
1,2,"1",3,"2",69,2,"3",3,4.33333333333333,3.5,-47,-92,-54,2,2,4.5,3.28571428571429,"0",0.675546438045946,1239715897
4,6,"1",4,"1",57,9,"2",4,2.33333333333333,3,83,66,48,2,3.33333333333333,3.5,4,"0",0.955206883442232,1239721915
2,4,"1",3,"1",35,5,"3",4,3,2,27,4,15,2.66666666666667,3.33333333333333,4.25,3.42857142857143,"2",0.798750924127264,1239730885
2,4,"1",3,"1",35,5,"3",4,3,2,27,4,15,2.66666666666667,3.33333333333333,4.25,3.42857142857143,"2",0.798750924127264,1239730885
2,6,"2",5,"1",71,4,"1",1,1.33333333333333,1,-96,-97,-94,2.66666666666667,1,5,4.71428571428571,"0",0.731259195749353,1239734767
1,2,"2",5,"1",66,3,"2",4,3.33333333333333,2.5,82,81,80,2,3,4.25,3.71428571428571,"2",1.02021116294363,1239735261
1,2,"2",5,"1",66,3,"2",4,3.33333333333333,2.5,82,81,80,2,3,4.25,3.71428571428571,"2",1.02021116294363,1239735261
1,2,"2",3,"1",68,8,"2",3,3.66666666666667,3,85,84,9,4.33333333333333,3.33333333333333,3.75,4.42857142857143,"2",1.52396906766023,1239737643
4,6,"1",6,"1",41,97,"1",1,1.33333333333333,1,-94,-98,-99,4.66666666666667,1.66666666666667,5,4.42857142857143,"0",0.668922720206947,1239737657
1,6,"1",5,"1",42,16,"2",5,3.66666666666667,5,80,100,99,5,5.66666666666667,5,5,"2",1.12896156161729,1239738013
3,5,"1",4,"2",42,1,"1",4,3,2,-65,-77,-50,2.66666666666667,2.33333333333333,2,2.71428571428571,"0",0.8455082761176,1239753167
2,5,"2",2,"1",49,9,"2",4,3.33333333333333,4,100,100,100,1,1.66666666666667,5,4.71428571428571,"2",0.704586122094288,1239753245
4,6,"2",2,"1",58,4,"2",3,3.33333333333333,4.5,76,88,76,2,2.33333333333333,5,5,"2",0.704586122094288,1239777579
3,6,"2",2,"2",27,3,"2",3,2.33333333333333,1.5,7,-30,-23,3.33333333333333,3.33333333333333,3,3.14285714285714,"2",0.364233897465395,1239784547
1,5,"1",2,"1",64,11,"2",3,2,2,7,13,4,3,3,3,2.85714285714286,"3",1.40623566948165,1239786143
1,2,"2",5,"1",54,10,"2",4,3.66666666666667,3,82,97,98,1,2,4.25,4.28571428571429,"2",1.18919271070701,1239799475
2,2,"1",5,"2",29,7,"2",4,3.66666666666667,3.5,71,87,72,2.66666666666667,2.66666666666667,5,4.85714285714286,"2",0.954427620522076,1239799737
4,6,"1",2,"1",69,2,"1",1,1,2,-87,-97,-93,4,2.66666666666667,4.75,4.57142857142857,"0",0.94627528629437,1239808313
4,5,"2",5,"2",34,6,"3",3,2.33333333333333,2.5,79,57,69,5.66666666666667,5.66666666666667,5,5,"0",0.43999588669101,1239818065
2,5,"1",2,"1",70,5,"3",3,3,3,-38,-61,-60,1,1,2.5,2,"0",0.94627528629437,1239819933
1,2,"2",2,"1",82,3,"2",3,3,2.5,-4,-41,-56,1,1,2,2.28571428571429,"0",0.764376193468287,1239824209
1,1,"1",2,"1",72,4,"1",2,1.66666666666667,1,-95,-96,-91,3.33333333333333,1.33333333333333,4,4.85714285714286,"0",0.94627528629437,1239832719
3,3,"1",5,"1",29,5,"3",3,2.66666666666667,2,8,-40,-33,2.66666666666667,2.33333333333333,4.25,3.42857142857143,"0",1.0409803038109,1239850129
2,6,"1",2,"1",74,7,"1",5,3,3,-100,-98,-99,2,3,3,3,"3",2.04494108933566,1239853125
2,4,"2",6,"1",62,6,"2",4,2.66666666666667,2,79,80,85,1,2.66666666666667,3.75,4.28571428571429,"2",1.23283474441516,1239869709
1,2,"2",2,"1",69,4,"2",5,4.66666666666667,3.5,100,100,89,1,1,4.25,5,"2",1.06641411116284,1239875967
1,1,"1",6,"1",29,13,"1",5,3,4,12,20,12,5,5.66666666666667,3.25,3.85714285714286,"3",0.999536151874356,1239886053
2,4,"2",4,"1",29,9,"2",4,2.33333333333333,3,99,99,100,1,4,4,4.85714285714286,"2",0.951763893533089,1239888479
2,6,"2",2,"1",51,3,"3",6,3,3,0,0,0,1,1,3,3,"2",0.509950488059943,1239911909
1,2,"2",2,"1",42,4,"2",5,3.66666666666667,4,44,72,83,5,5,5,5,"2",0.848604537731446,1239912177
2,5,"2",2,"2",52,11,"2",2,2.33333333333333,2,68,73,83,1.66666666666667,4,3.75,3.71428571428571,"2",0.73150275678247,1239912771
1,5,"2",3,"2",74,9,"1",6,2.33333333333333,3,-77,-85,-96,1,1,5,4.85714285714286,"0",0.916333890938119,1239923231
2,5,"1",4,"2",34,11,"1",3,2.66666666666667,3,6,-15,9,1.33333333333333,1.33333333333333,3,3.42857142857143,"0",0.682381581951627,1239923647
3,5,"1",6,"1",37,16,"1",3,3.66666666666667,3,-53,-38,-54,3.66666666666667,3.33333333333333,4,3.85714285714286,"0",0.668922720206947,1239999149
1,2,"2",4,"2",32,1,"1",3,2.33333333333333,4,-84,-64,-81,3.66666666666667,3.33333333333333,5,3.42857142857143,"3",0.411038951638491,1240004593
1,4,"1",6,"2",30,9,"3",3,3,1.5,-4,0,-3,2.66666666666667,1,2,3.71428571428571,"1",1.0071299773407,1240022989
2,2,"1",2,"2",40,9,"1",3,3,3.5,-75,-95,-96,2.66666666666667,2,4,3,"0",0.873565723672917,1240039899
3,6,"1",5,"2",73,9,"1",2,1.33333333333333,1.5,-80,-100,-100,2.66666666666667,1.66666666666667,4,4.28571428571429,"0",1.17836867382103,1240041319
3,6,"2",3,"1",42,9,"1",4,3,2.5,-55,-54,-68,1.66666666666667,2,4.25,2.71428571428571,"0",0.658162322625671,1240051945
3,6,"1",2,"1",50,2,"3",3,3.33333333333333,2,8,12,28,2.33333333333333,1.66666666666667,3,4,"2",1.40623566948165,1240054335
4,6,"1",2,"1",62,9,"3",3,3.66666666666667,3,-51,-92,-67,2,1.66666666666667,2.25,3,"0",1.00795090472464,1240054363
2,4,"1",5,"1",60,8,"1",2,1.66666666666667,1,-62,-79,-71,5.66666666666667,2.66666666666667,5,4.28571428571429,"0",0.730963644410155,1240061147
1,3,"2",2,"1",19,97,"2",5,4.33333333333333,3.5,80,100,70,1,2.66666666666667,4.25,4.42857142857143,"2",0.873377194760798,1240071227
2,6,"2",5,"2",32,97,"1",2,3,2.5,-98,-92,-99,1.66666666666667,1,4.25,3.85714285714286,"0",0.684557781950143,1240071719
2,5,"2",2,"2",56,5,"3",3,2.33333333333333,2.5,-15,-76,-90,1.66666666666667,1.66666666666667,2,2,"0",1.06842270527473,1240099357
4,5,"2",2,"1",63,2,"2",3,3.33333333333333,4.5,91,91,74,1,1,3.5,3.57142857142857,"2",0.704586122094288,1240129965
2,5,"2",3,"1",56,5,"1",2,3.66666666666667,1,-74,-91,-93,2.66666666666667,1,5,5,"0",0.873552496252135,1240141179
3,6,"2",3,"2",74,3,"3",4,4,1.5,45,50,49,1,1,3,3,"0",4.14731044977772,1240144325
2,4,"2",5,"2",50,8,"2",5,3.66666666666667,5,96,99,97,3,3,5,5,"2",0.464128136969953,1240177985
1,4,"1",5,"2",32,1,"1",2,2.33333333333333,1,-100,-96,-99,1.33333333333333,1,5,5,"0",0.602171220819208,1240190717
2,2,"1",2,"2",42,97,"1",2,2.33333333333333,3.5,-66,-93,-87,2.33333333333333,1,4.25,5,"0",0.873565723672917,1240197555
1,2,"1",5,"2",31,11,"3",5,4.33333333333333,5,54,99,96,1,4.66666666666667,5,5,"2",0.379481295041239,1240203099
4,6,"2",5,"2",27,7,"1",2,1.66666666666667,2,-11,-46,-21,2,3,4,3.85714285714286,"0",0.734682847960178,1240204719
1,2,"1",2,"2",64,9,"3",4,4.33333333333333,2.5,50,90,100,1.66666666666667,4.66666666666667,5,5,"2",0.549757409104261,1240220073
2,5,"2",2,"2",41,12,"1",3,3.33333333333333,3.5,23,97,96,1.33333333333333,1.66666666666667,2,2.71428571428571,"2",0.809501393607847,1240227183
1,1,"2",5,"2",30,6,"1",2,1.33333333333333,1,-53,-68,-89,4.33333333333333,1,3.5,5,"0",0.684557781950143,1240248629
1,2,"1",6,"1",59,14,"3",3,2,1,-78,-92,-93,3.66666666666667,3,3.75,4,"0",0.725681602642071,1240259519
4,6,"2",5,"2",46,12,"2",5,3,3.5,46,63,76,4,4,5,4.28571428571429,"2",2.94441918405168,1240262199
2,4,"2",5,"1",68,4,"1",2,2.33333333333333,2,-77,-81,-87,4,1.66666666666667,5,4.57142857142857,"0",0.731259195749353,1240273153
4,6,"2",4,"1",29,7,"2",4,3.66666666666667,2,10,59,0,2.33333333333333,2.33333333333333,3.75,4,"2",0.951763893533089,1240280699
4,6,"1",3,"2",63,97,"1",2,3.33333333333333,2,-85,-97,-96,3.33333333333333,1.66666666666667,4.75,4,"0",1.05044877276624,1240306157
1,6,"1",4,"1",65,97,"2",4,3,3,18,87,90,1,4.33333333333333,5,3.85714285714286,"2",1.05497397121027,1240322949
4,6,"1",6,"1",66,97,"3",3,1.66666666666667,1,-61,-60,-60,4.33333333333333,1,3.5,5,"0",0.519197675282533,1240325313
1,2,"1",6,"1",57,9,"1",1,1,1,-47,-90,-79,3.33333333333333,1.66666666666667,2.5,4,"0",0.725681602642071,1240325357
4,6,"2",3,"1",64,4,"3",2,1,2.5,-80,-79,-99,4.66666666666667,4.66666666666667,4,5,"0",0.873552496252135,1240348917
4,6,"1",6,"1",64,8,"1",3,2.33333333333333,1.5,-70,-88,-76,3,1.66666666666667,4.25,3.71428571428571,"0",0.725681602642071,1240349029
3,5,"2",4,"1",61,2,"3",3,1,1,-34,-90,-80,4.33333333333333,2,3.75,4.42857142857143,"0",0.873552496252135,1240350539
4,6,"2",5,"1",39,97,"3",2,2.66666666666667,2,-77,-96,-75,2.66666666666667,1.33333333333333,4,4.28571428571429,"0",0.737816280310873,1240351415
4,6,"2",6,"1",33,14,"3",2,1.66666666666667,1.5,-69,-76,-82,4.33333333333333,3.33333333333333,4.5,4.28571428571429,"0",0.855742920956741,1240353287
2,4,"1",2,"1",48,6,"2",4,4.33333333333333,3.5,50,100,100,3.33333333333333,3.66666666666667,5,5,"2",1.40623566948165,1240356865
2,6,"1",2,"1",42,97,"3",3,2.33333333333333,3,-7,-77,-69,3.33333333333333,3,3.25,3,"0",0.913404358106246,1240358471
1,2,"2",6,"1",62,11,"3",3,3.33333333333333,4,29,75,99,1,3.66666666666667,5,4.14285714285714,"2",1.23283474441516,1240375095
3,5,"2",5,"1",64,7,"3",3,1.66666666666667,1,-63,-87,-69,5,3,3.25,3.85714285714286,"0",0.852380503966956,1240402273
3,5,"2",3,"1",56,6,"1",2,1,1.5,-73,-95,-94,5,1.33333333333333,4.5,4.57142857142857,"0",0.873552496252135,1240402527
2,2,"1",4,"1",69,5,"2",4,2.66666666666667,2.5,80,60,50,1,4,4.5,4.28571428571429,"2",1.05497397121027,1240403581
3,5,"2",3,"1",58,8,"3",3,1,1.5,-53,-74,-82,2,2,5,4.85714285714286,"0",0.873552496252135,1240403591
2,3,"1",6,"1",31,11,"3",2,4,3.5,18,-11,22,4.66666666666667,4,3.25,3.14285714285714,"0",0.933242864183629,1240406659
3,5,"1",6,"1",70,11,"3",5,3,2.5,29,9,23,1,2.66666666666667,3.5,3,"1",0.724355012800656,1240432305
3,6,"2",5,"2",28,10,"1",1,1.33333333333333,1.5,-43,-63,-64,3.66666666666667,1.33333333333333,4,4.71428571428571,"0",0.603142337318138,1240450625
4,6,"2",4,"1",69,2,"3",3,2.66666666666667,3,-77,-85,-84,1.33333333333333,1,2,2,"0",1.09233895417167,1240459041
2,6,"1",2,"2",37,5,"1",1,1.33333333333333,2,-46,-68,-62,2,1.33333333333333,4,4.14285714285714,"0",0.86252325111689,1240467431
1,5,"2",4,"1",70,6,"1",3,3,2.5,-58,-60,-47,2.66666666666667,2.66666666666667,3,3.71428571428571,"0",1.09233895417167,1240468431
1,5,"1",3,"1",73,8,"3",6,3.33333333333333,4.5,98,98,99,1,1.33333333333333,1,1.28571428571429,"2",1.05497397121027,1240469725
1,6,"1",2,"1",42,1,"1",2,1.66666666666667,3,-86,-91,-95,1,1,4.25,2.71428571428571,"3",0.913404358106246,1240475465
3,5,"1",2,"2",61,11,"1",3,3.33333333333333,2,-93,-95,-95,6,2,5,5,"0",2.1717419492091,1240476645
1,7,"2",2,"1",63,7,"2",3,3.66666666666667,3,94,97,97,1,3.33333333333333,5,5,"2",0.704586122094288,1240477461
4,6,"2",5,"1",49,2,"1",1,1,1,-90,-99,-89,4.33333333333333,1.33333333333333,5,5,"0",0.852380503966956,1240507015
3,6,"2",3,"1",64,9,"1",3,1.66666666666667,3,-99,-100,-99,1.33333333333333,1.33333333333333,4,5,"0",0.873552496252135,1240517995
4,6,"1",4,"1",33,10,"2",5,3.33333333333333,3.5,-49,-49,-65,1,2.66666666666667,3,3.85714285714286,"2",1.73377046197565,1240518227
